START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
07/03/22,01:37 PM,01:37 PM,Rays at Blue Jays,Rogers Centre - Toronto,"",07/03/22,07/03/22,04:37 PM,04:37 PM,FALSE,TRUE,07/03/22,12:37 PM,12:37 PM,FREE,BUSY
07/04/22,09:07 PM,09:07 PM,Blue Jays at Athletics,Oakland Coliseum - Oakland,"",07/05/22,07/05/22,12:07 AM,12:07 AM,FALSE,TRUE,07/04/22,08:07 PM,08:07 PM,FREE,BUSY
07/05/22,09:40 PM,09:40 PM,Blue Jays at Athletics,Oakland Coliseum - Oakland,"",07/06/22,07/06/22,12:40 AM,12:40 AM,FALSE,TRUE,07/05/22,08:40 PM,08:40 PM,FREE,BUSY
07/06/22,03:37 PM,03:37 PM,Blue Jays at Athletics,Oakland Coliseum - Oakland,"",07/06/22,07/06/22,06:37 PM,06:37 PM,FALSE,TRUE,07/06/22,02:37 PM,02:37 PM,FREE,BUSY
07/07/22,10:10 PM,10:10 PM,Blue Jays at Mariners,T-Mobile Park - Seattle,"",07/08/22,07/08/22,01:10 AM,01:10 AM,FALSE,TRUE,07/07/22,09:10 PM,09:10 PM,FREE,BUSY
07/08/22,10:10 PM,10:10 PM,Blue Jays at Mariners,T-Mobile Park - Seattle,"",07/09/22,07/09/22,01:10 AM,01:10 AM,FALSE,TRUE,07/08/22,09:10 PM,09:10 PM,FREE,BUSY
07/09/22,10:10 PM,10:10 PM,Blue Jays at Mariners,T-Mobile Park - Seattle,"",07/10/22,07/10/22,01:10 AM,01:10 AM,FALSE,TRUE,07/09/22,09:10 PM,09:10 PM,FREE,BUSY
07/10/22,04:10 PM,04:10 PM,Blue Jays at Mariners,T-Mobile Park - Seattle,"",07/10/22,07/10/22,07:10 PM,07:10 PM,FALSE,TRUE,07/10/22,03:10 PM,03:10 PM,FREE,BUSY
07/12/22,07:07 PM,07:07 PM,Phillies at Blue Jays,Rogers Centre - Toronto,"",07/12/22,07/12/22,10:07 PM,10:07 PM,FALSE,TRUE,07/12/22,06:07 PM,06:07 PM,FREE,BUSY
07/13/22,07:07 PM,07:07 PM,Phillies at Blue Jays,Rogers Centre - Toronto,"",07/13/22,07/13/22,10:07 PM,10:07 PM,FALSE,TRUE,07/13/22,06:07 PM,06:07 PM,FREE,BUSY
07/14/22,07:07 PM,07:07 PM,Royals at Blue Jays,Rogers Centre - Toronto,"",07/14/22,07/14/22,10:07 PM,10:07 PM,FALSE,TRUE,07/14/22,06:07 PM,06:07 PM,FREE,BUSY
07/15/22,07:07 PM,07:07 PM,Royals at Blue Jays,Rogers Centre - Toronto,"",07/15/22,07/15/22,10:07 PM,10:07 PM,FALSE,TRUE,07/15/22,06:07 PM,06:07 PM,FREE,BUSY
07/16/22,03:07 PM,03:07 PM,Royals at Blue Jays,Rogers Centre - Toronto,"",07/16/22,07/16/22,06:07 PM,06:07 PM,FALSE,TRUE,07/16/22,02:07 PM,02:07 PM,FREE,BUSY
07/17/22,12:05 PM,12:05 PM,Royals at Blue Jays,Rogers Centre - Toronto,"",07/17/22,07/17/22,03:05 PM,03:05 PM,FALSE,TRUE,07/17/22,11:05 AM,11:05 AM,FREE,BUSY
07/22/22,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"Local Radio: SN590",07/22/22,07/22/22,10:10 PM,10:10 PM,FALSE,TRUE,07/22/22,06:10 PM,06:10 PM,FREE,BUSY
07/23/22,04:10 PM,04:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"Local Radio: SN590",07/23/22,07/23/22,07:10 PM,07:10 PM,FALSE,TRUE,07/23/22,03:10 PM,03:10 PM,FREE,BUSY
07/24/22,01:35 PM,01:35 PM,Blue Jays at Red Sox,Fenway Park - Boston,"Local Radio: SN590",07/24/22,07/24/22,04:35 PM,04:35 PM,FALSE,TRUE,07/24/22,12:35 PM,12:35 PM,FREE,BUSY
07/26/22,07:07 PM,07:07 PM,Cardinals at Blue Jays,Rogers Centre - Toronto,"",07/26/22,07/26/22,10:07 PM,10:07 PM,FALSE,TRUE,07/26/22,06:07 PM,06:07 PM,FREE,BUSY
07/27/22,07:07 PM,07:07 PM,Cardinals at Blue Jays,Rogers Centre - Toronto,"",07/27/22,07/27/22,10:07 PM,10:07 PM,FALSE,TRUE,07/27/22,06:07 PM,06:07 PM,FREE,BUSY
07/28/22,07:07 PM,07:07 PM,Tigers at Blue Jays,Rogers Centre - Toronto,"",07/28/22,07/28/22,10:07 PM,10:07 PM,FALSE,TRUE,07/28/22,06:07 PM,06:07 PM,FREE,BUSY
07/29/22,07:07 PM,07:07 PM,Tigers at Blue Jays,Rogers Centre - Toronto,"",07/29/22,07/29/22,10:07 PM,10:07 PM,FALSE,TRUE,07/29/22,06:07 PM,06:07 PM,FREE,BUSY
07/30/22,03:07 PM,03:07 PM,Tigers at Blue Jays,Rogers Centre - Toronto,"",07/30/22,07/30/22,06:07 PM,06:07 PM,FALSE,TRUE,07/30/22,02:07 PM,02:07 PM,FREE,BUSY
07/31/22,12:05 PM,12:05 PM,Tigers at Blue Jays,Rogers Centre - Toronto,"",07/31/22,07/31/22,03:05 PM,03:05 PM,FALSE,TRUE,07/31/22,11:05 AM,11:05 AM,FREE,BUSY
08/02/22,07:10 PM,07:10 PM,Blue Jays at Rays,Tropicana Field - St. Petersburg,"",08/02/22,08/02/22,10:10 PM,10:10 PM,FALSE,TRUE,08/02/22,06:10 PM,06:10 PM,FREE,BUSY
08/03/22,12:10 PM,12:10 PM,Blue Jays at Rays,Tropicana Field - St. Petersburg,"",08/03/22,08/03/22,03:10 PM,03:10 PM,FALSE,TRUE,08/03/22,11:10 AM,11:10 AM,FREE,BUSY
08/04/22,07:40 PM,07:40 PM,Blue Jays at Twins,Target Field - Minneapolis,"",08/04/22,08/04/22,10:40 PM,10:40 PM,FALSE,TRUE,08/04/22,06:40 PM,06:40 PM,FREE,BUSY
08/05/22,08:10 PM,08:10 PM,Blue Jays at Twins,Target Field - Minneapolis,"",08/05/22,08/05/22,11:10 PM,11:10 PM,FALSE,TRUE,08/05/22,07:10 PM,07:10 PM,FREE,BUSY
08/06/22,07:10 PM,07:10 PM,Blue Jays at Twins,Target Field - Minneapolis,"",08/06/22,08/06/22,10:10 PM,10:10 PM,FALSE,TRUE,08/06/22,06:10 PM,06:10 PM,FREE,BUSY
08/07/22,02:10 PM,02:10 PM,Blue Jays at Twins,Target Field - Minneapolis,"",08/07/22,08/07/22,05:10 PM,05:10 PM,FALSE,TRUE,08/07/22,01:10 PM,01:10 PM,FREE,BUSY
08/08/22,07:05 PM,07:05 PM,Blue Jays at Orioles,Oriole Park at Camden Yards - Baltimore,"",08/08/22,08/08/22,10:05 PM,10:05 PM,FALSE,TRUE,08/08/22,06:05 PM,06:05 PM,FREE,BUSY
08/09/22,07:05 PM,07:05 PM,Blue Jays at Orioles,Oriole Park at Camden Yards - Baltimore,"",08/09/22,08/09/22,10:05 PM,10:05 PM,FALSE,TRUE,08/09/22,06:05 PM,06:05 PM,FREE,BUSY
08/10/22,07:05 PM,07:05 PM,Blue Jays at Orioles,Oriole Park at Camden Yards - Baltimore,"",08/10/22,08/10/22,10:05 PM,10:05 PM,FALSE,TRUE,08/10/22,06:05 PM,06:05 PM,FREE,BUSY
08/12/22,07:07 PM,07:07 PM,Guardians at Blue Jays,Rogers Centre - Toronto,"Local Radio: SN590",08/12/22,08/12/22,10:07 PM,10:07 PM,FALSE,TRUE,08/12/22,06:07 PM,06:07 PM,FREE,BUSY
08/13/22,03:07 PM,03:07 PM,Guardians at Blue Jays,Rogers Centre - Toronto,"Local Radio: SN590",08/13/22,08/13/22,06:07 PM,06:07 PM,FALSE,TRUE,08/13/22,02:07 PM,02:07 PM,FREE,BUSY
08/14/22,01:37 PM,01:37 PM,Guardians at Blue Jays,Rogers Centre - Toronto,"Local Radio: SN590",08/14/22,08/14/22,04:37 PM,04:37 PM,FALSE,TRUE,08/14/22,12:37 PM,12:37 PM,FREE,BUSY
08/15/22,07:07 PM,07:07 PM,Orioles at Blue Jays,Rogers Centre - Toronto,"",08/15/22,08/15/22,10:07 PM,10:07 PM,FALSE,TRUE,08/15/22,06:07 PM,06:07 PM,FREE,BUSY
08/16/22,07:07 PM,07:07 PM,Orioles at Blue Jays,Rogers Centre - Toronto,"",08/16/22,08/16/22,10:07 PM,10:07 PM,FALSE,TRUE,08/16/22,06:07 PM,06:07 PM,FREE,BUSY
08/17/22,03:07 PM,03:07 PM,Orioles at Blue Jays,Rogers Centre - Toronto,"",08/17/22,08/17/22,06:07 PM,06:07 PM,FALSE,TRUE,08/17/22,02:07 PM,02:07 PM,FREE,BUSY
08/18/22,07:05 PM,07:05 PM,Blue Jays at Yankees,Yankee Stadium - Bronx,"",08/18/22,08/18/22,10:05 PM,10:05 PM,FALSE,TRUE,08/18/22,06:05 PM,06:05 PM,FREE,BUSY
08/19/22,07:05 PM,07:05 PM,Blue Jays at Yankees,Yankee Stadium - Bronx,"Local TV: SNET",08/19/22,08/19/22,10:05 PM,10:05 PM,FALSE,TRUE,08/19/22,06:05 PM,06:05 PM,FREE,BUSY
08/20/22,01:05 PM,01:05 PM,Blue Jays at Yankees,Yankee Stadium - Bronx,"",08/20/22,08/20/22,04:05 PM,04:05 PM,FALSE,TRUE,08/20/22,12:05 PM,12:05 PM,FREE,BUSY
08/21/22,01:35 PM,01:35 PM,Blue Jays at Yankees,Yankee Stadium - Bronx,"",08/21/22,08/21/22,04:35 PM,04:35 PM,FALSE,TRUE,08/21/22,12:35 PM,12:35 PM,FREE,BUSY
08/23/22,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"Local Radio: SN590",08/23/22,08/23/22,10:10 PM,10:10 PM,FALSE,TRUE,08/23/22,06:10 PM,06:10 PM,FREE,BUSY
08/24/22,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"Local Radio: SN590",08/24/22,08/24/22,10:10 PM,10:10 PM,FALSE,TRUE,08/24/22,06:10 PM,06:10 PM,FREE,BUSY
08/25/22,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"Local Radio: SN590",08/25/22,08/25/22,10:10 PM,10:10 PM,FALSE,TRUE,08/25/22,06:10 PM,06:10 PM,FREE,BUSY
08/26/22,07:07 PM,07:07 PM,Angels at Blue Jays,Rogers Centre - Toronto,"",08/26/22,08/26/22,10:07 PM,10:07 PM,FALSE,TRUE,08/26/22,06:07 PM,06:07 PM,FREE,BUSY
08/27/22,03:07 PM,03:07 PM,Angels at Blue Jays,Rogers Centre - Toronto,"",08/27/22,08/27/22,06:07 PM,06:07 PM,FALSE,TRUE,08/27/22,02:07 PM,02:07 PM,FREE,BUSY
08/28/22,01:37 PM,01:37 PM,Angels at Blue Jays,Rogers Centre - Toronto,"",08/28/22,08/28/22,04:37 PM,04:37 PM,FALSE,TRUE,08/28/22,12:37 PM,12:37 PM,FREE,BUSY
08/29/22,07:07 PM,07:07 PM,Cubs at Blue Jays,Rogers Centre - Toronto,"Local Radio: SN590",08/29/22,08/29/22,10:07 PM,10:07 PM,FALSE,TRUE,08/29/22,06:07 PM,06:07 PM,FREE,BUSY
08/30/22,07:07 PM,07:07 PM,Cubs at Blue Jays,Rogers Centre - Toronto,"Local Radio: SN590",08/30/22,08/30/22,10:07 PM,10:07 PM,FALSE,TRUE,08/30/22,06:07 PM,06:07 PM,FREE,BUSY
08/31/22,07:07 PM,07:07 PM,Cubs at Blue Jays,Rogers Centre - Toronto,"Local Radio: SN590",08/31/22,08/31/22,10:07 PM,10:07 PM,FALSE,TRUE,08/31/22,06:07 PM,06:07 PM,FREE,BUSY
09/02/22,06:35 PM,06:35 PM,Blue Jays at Pirates,PNC Park - Pittsburgh,"",09/02/22,09/02/22,09:35 PM,09:35 PM,FALSE,TRUE,09/02/22,05:35 PM,05:35 PM,FREE,BUSY
09/03/22,06:35 PM,06:35 PM,Blue Jays at Pirates,PNC Park - Pittsburgh,"",09/03/22,09/03/22,09:35 PM,09:35 PM,FALSE,TRUE,09/03/22,05:35 PM,05:35 PM,FREE,BUSY
09/04/22,12:05 PM,12:05 PM,Blue Jays at Pirates,PNC Park - Pittsburgh,"Local TV: Peacock",09/04/22,09/04/22,03:05 PM,03:05 PM,FALSE,TRUE,09/04/22,11:05 AM,11:05 AM,FREE,BUSY
09/05/22,01:05 PM,01:05 PM,Blue Jays at Orioles,Oriole Park at Camden Yards - Baltimore,"",09/05/22,09/05/22,04:05 PM,04:05 PM,FALSE,TRUE,09/05/22,12:05 PM,12:05 PM,FREE,BUSY
09/06/22,07:05 PM,07:05 PM,Blue Jays at Orioles,Oriole Park at Camden Yards - Baltimore,"",09/06/22,09/06/22,10:05 PM,10:05 PM,FALSE,TRUE,09/06/22,06:05 PM,06:05 PM,FREE,BUSY
09/07/22,07:05 PM,07:05 PM,Blue Jays at Orioles,Oriole Park at Camden Yards - Baltimore,"",09/07/22,09/07/22,10:05 PM,10:05 PM,FALSE,TRUE,09/07/22,06:05 PM,06:05 PM,FREE,BUSY
09/09/22,08:05 PM,08:05 PM,Blue Jays at Rangers,Globe Life Field - Arlington,"",09/09/22,09/09/22,11:05 PM,11:05 PM,FALSE,TRUE,09/09/22,07:05 PM,07:05 PM,FREE,BUSY
09/10/22,07:05 PM,07:05 PM,Blue Jays at Rangers,Globe Life Field - Arlington,"",09/10/22,09/10/22,10:05 PM,10:05 PM,FALSE,TRUE,09/10/22,06:05 PM,06:05 PM,FREE,BUSY
09/11/22,02:35 PM,02:35 PM,Blue Jays at Rangers,Globe Life Field - Arlington,"",09/11/22,09/11/22,05:35 PM,05:35 PM,FALSE,TRUE,09/11/22,01:35 PM,01:35 PM,FREE,BUSY
09/12/22,07:07 PM,07:07 PM,Rays at Blue Jays,Rogers Centre - Toronto,"",09/12/22,09/12/22,10:07 PM,10:07 PM,FALSE,TRUE,09/12/22,06:07 PM,06:07 PM,FREE,BUSY
09/13/22,01:07 PM,01:07 PM,Rays at Blue Jays,Rogers Centre - Toronto,"",09/13/22,09/13/22,04:07 PM,04:07 PM,FALSE,TRUE,09/13/22,12:07 PM,12:07 PM,FREE,BUSY
09/13/22,07:07 PM,07:07 PM,Rays at Blue Jays,Rogers Centre - Toronto,"",09/13/22,09/13/22,10:07 PM,10:07 PM,FALSE,TRUE,09/13/22,06:07 PM,06:07 PM,FREE,BUSY
09/14/22,07:07 PM,07:07 PM,Rays at Blue Jays,Rogers Centre - Toronto,"",09/14/22,09/14/22,10:07 PM,10:07 PM,FALSE,TRUE,09/14/22,06:07 PM,06:07 PM,FREE,BUSY
09/15/22,03:07 PM,03:07 PM,Rays at Blue Jays,Rogers Centre - Toronto,"",09/15/22,09/15/22,06:07 PM,06:07 PM,FALSE,TRUE,09/15/22,02:07 PM,02:07 PM,FREE,BUSY
09/16/22,07:07 PM,07:07 PM,Orioles at Blue Jays,Rogers Centre - Toronto,"",09/16/22,09/16/22,10:07 PM,10:07 PM,FALSE,TRUE,09/16/22,06:07 PM,06:07 PM,FREE,BUSY
09/17/22,03:07 PM,03:07 PM,Orioles at Blue Jays,Rogers Centre - Toronto,"",09/17/22,09/17/22,06:07 PM,06:07 PM,FALSE,TRUE,09/17/22,02:07 PM,02:07 PM,FREE,BUSY
09/18/22,01:37 PM,01:37 PM,Orioles at Blue Jays,Rogers Centre - Toronto,"",09/18/22,09/18/22,04:37 PM,04:37 PM,FALSE,TRUE,09/18/22,12:37 PM,12:37 PM,FREE,BUSY
09/20/22,06:45 PM,06:45 PM,Blue Jays at Phillies,Citizens Bank Park - Philadelphia,"",09/20/22,09/20/22,09:45 PM,09:45 PM,FALSE,TRUE,09/20/22,05:45 PM,05:45 PM,FREE,BUSY
09/21/22,06:45 PM,06:45 PM,Blue Jays at Phillies,Citizens Bank Park - Philadelphia,"",09/21/22,09/21/22,09:45 PM,09:45 PM,FALSE,TRUE,09/21/22,05:45 PM,05:45 PM,FREE,BUSY
09/22/22,06:40 PM,06:40 PM,Blue Jays at Rays,Tropicana Field - St. Petersburg,"",09/22/22,09/22/22,09:40 PM,09:40 PM,FALSE,TRUE,09/22/22,05:40 PM,05:40 PM,FREE,BUSY
09/23/22,07:10 PM,07:10 PM,Blue Jays at Rays,Tropicana Field - St. Petersburg,"",09/23/22,09/23/22,10:10 PM,10:10 PM,FALSE,TRUE,09/23/22,06:10 PM,06:10 PM,FREE,BUSY
09/24/22,06:10 PM,06:10 PM,Blue Jays at Rays,Tropicana Field - St. Petersburg,"",09/24/22,09/24/22,09:10 PM,09:10 PM,FALSE,TRUE,09/24/22,05:10 PM,05:10 PM,FREE,BUSY
09/25/22,01:10 PM,01:10 PM,Blue Jays at Rays,Tropicana Field - St. Petersburg,"",09/25/22,09/25/22,04:10 PM,04:10 PM,FALSE,TRUE,09/25/22,12:10 PM,12:10 PM,FREE,BUSY
09/26/22,07:07 PM,07:07 PM,Yankees at Blue Jays,Rogers Centre - Toronto,"",09/26/22,09/26/22,10:07 PM,10:07 PM,FALSE,TRUE,09/26/22,06:07 PM,06:07 PM,FREE,BUSY
09/27/22,07:07 PM,07:07 PM,Yankees at Blue Jays,Rogers Centre - Toronto,"",09/27/22,09/27/22,10:07 PM,10:07 PM,FALSE,TRUE,09/27/22,06:07 PM,06:07 PM,FREE,BUSY
09/28/22,07:07 PM,07:07 PM,Yankees at Blue Jays,Rogers Centre - Toronto,"",09/28/22,09/28/22,10:07 PM,10:07 PM,FALSE,TRUE,09/28/22,06:07 PM,06:07 PM,FREE,BUSY
09/30/22,07:07 PM,07:07 PM,Red Sox at Blue Jays,Rogers Centre - Toronto,"Local Radio: SN590",09/30/22,09/30/22,10:07 PM,10:07 PM,FALSE,TRUE,09/30/22,06:07 PM,06:07 PM,FREE,BUSY
10/01/22,03:07 PM,03:07 PM,Red Sox at Blue Jays,Rogers Centre - Toronto,"Local TV: SNET ----- Local Radio: SN590",10/01/22,10/01/22,06:07 PM,06:07 PM,FALSE,TRUE,10/01/22,02:07 PM,02:07 PM,FREE,BUSY
10/02/22,01:37 PM,01:37 PM,Red Sox at Blue Jays,Rogers Centre - Toronto,"Local TV: SNET ----- Local Radio: SN590",10/02/22,10/02/22,04:37 PM,04:37 PM,FALSE,TRUE,10/02/22,12:37 PM,12:37 PM,FREE,BUSY
10/03/22,07:05 PM,07:05 PM,Blue Jays at Orioles,Oriole Park at Camden Yards - Baltimore,"",10/03/22,10/03/22,10:05 PM,10:05 PM,FALSE,TRUE,10/03/22,06:05 PM,06:05 PM,FREE,BUSY
10/04/22,07:05 PM,07:05 PM,Blue Jays at Orioles,Oriole Park at Camden Yards - Baltimore,"",10/04/22,10/04/22,10:05 PM,10:05 PM,FALSE,TRUE,10/04/22,06:05 PM,06:05 PM,FREE,BUSY
10/05/22,07:05 PM,07:05 PM,Blue Jays at Orioles,Oriole Park at Camden Yards - Baltimore,"",10/05/22,10/05/22,,,FALSE,TRUE,10/05/22,,,FREE,BUSY